id,address,city,state,price,beds,baths,sqft,remarks,agent_id,list_date,media_urls
MLS-CA-1119,"8080 Birch Way, Sunnyvale, CA",Sunnyvale,CA,1680137,3,3,2036,"two-car garage, updated kitchen, EV charger, solar panels, primary suite, walk to park",AG4134,2024-01-23,"[""https://picsum.photos/seed/119/1200/800""]"
MLS-TX-1120,"1241 Elm Dr, Dallas, TX",Dallas,TX,668397,4,2,2743,"solar panels, large backyard, fresh paint, walk to park",AG2054,2025-01-22,"[""https://picsum.photos/seed/120/1200/800""]"
MLS-CA-1121,"9749 Pine Rd, Sunnyvale, CA",Sunnyvale,CA,2056821,4,3,2199,"solar panels, large backyard, home office, updated kitchen, vaulted ceilings, near good schools",AG9315,2024-02-04,"[""https://picsum.photos/seed/121/1200/800""]"
MLS-TX-1122,"885 Willow Ln, Frisco, TX",Frisco,TX,627101,4,1,3216,"new roof 2022, large backyard, fresh paint, quiet cul-de-sac, solar panels, vaulted ceilings",AG8730,2025-05-11,"[""https://picsum.photos/seed/122/1200/800""]"
MLS-CA-1123,"482 Willow Ln, Palo Alto, CA",Palo Alto,CA,923102,4,3,1099,"near good schools, walk to park, tile flooring, vaulted ceilings, primary suite, quiet cul-de-sac",AG3567,2024-10-10,"[""https://picsum.photos/seed/123/1200/800""]"
MLS-CA-1124,"2760 Maple St, Palo Alto, CA",Palo Alto,CA,2637156,4,3,2846,"stainless appliances, home office, quiet cul-de-sac, corner lot",AG1882,2024-05-26,"[""https://picsum.photos/seed/124/1200/800""]"
MLS-CA-1125,"5967 Walnut Blvd, San Jose, CA",San Jose,CA,1921806,4,3,3870,"home office, solar panels, open concept, vaulted ceilings, quiet cul-de-sac",AG2863,2024-04-25,"[""https://picsum.photos/seed/125/1200/800""]"
MLS-CA-1126,"2484 Maple St, Palo Alto, CA",Palo Alto,CA,558239,2,1,1639,"quiet cul-de-sac, updated kitchen, corner lot, hardwood floors, EV charger",AG4735,2025-06-30,"[""https://picsum.photos/seed/126/1200/800""]"
MLS-TX-1127,"4252 Willow Ln, Dallas, TX",Dallas,TX,175142,5,2,818,"open concept, granite counters, fresh paint, corner lot, new roof 2022",AG4175,2025-06-18,"[""https://picsum.photos/seed/127/1200/800""]"
MLS-CA-1128,"5137 Oak Ave, Sunnyvale, CA",Sunnyvale,CA,383215,5,2,1213,"vaulted ceilings, corner lot, tile flooring, hardwood floors, quiet cul-de-sac, near good schools",AG7465,2025-03-25,"[""https://picsum.photos/seed/128/1200/800""]"
MLS-CA-1129,"2655 Pine Rd, San Jose, CA",San Jose,CA,1838495,3,2,3751,"quiet cul-de-sac, granite counters, hardwood floors, corner lot, EV charger",AG6565,2024-03-14,"[""https://picsum.photos/seed/129/1200/800""]"
MLS-CA-1130,"5675 Cedar Ct, San Jose, CA",San Jose,CA,1085060,5,2,1459,"fresh paint, open concept, tile flooring, primary suite, updated kitchen",AG6086,2024-08-28,"[""https://picsum.photos/seed/130/1200/800""]"
MLS-CA-1131,"1909 Pine Rd, San Jose, CA",San Jose,CA,1041326,5,3,3056,"vaulted ceilings, fresh paint, home office, primary suite, hardwood floors",AG3224,2024-07-16,"[""https://picsum.photos/seed/131/1200/800""]"
MLS-TX-1132,"6191 Walnut Blvd, Dallas, TX",Dallas,TX,963984,3,3,3248,"granite counters, near good schools, stainless appliances, home office, corner lot",AG2316,2024-04-10,"[""https://picsum.photos/seed/132/1200/800""]"
MLS-TX-1133,"2687 Walnut Blvd, Plano, TX",Plano,TX,830067,2,2,4174,"new roof 2022, primary suite, two-car garage, EV charger, updated kitchen",AG2772,2024-06-10,"[""https://picsum.photos/seed/133/1200/800""]"
MLS-CA-1134,"9067 Walnut Blvd, Sunnyvale, CA",Sunnyvale,CA,1956981,4,2,3874,"fresh paint, corner lot, two-car garage, primary suite",AG4173,2025-02-01,"[""https://picsum.photos/seed/134/1200/800""]"
MLS-CA-1135,"8188 Elm Dr, San Jose, CA",San Jose,CA,2545932,3,3,2864,"two-car garage, corner lot, near good schools, walk to park",AG5063,2025-05-15,"[""https://picsum.photos/seed/135/1200/800""]"
MLS-CA-1136,"6298 Maple St, Sunnyvale, CA",Sunnyvale,CA,860215,3,2,2859,"granite counters, EV charger, quiet cul-de-sac, primary suite, corner lot, open concept",AG9680,2024-06-05,"[""https://picsum.photos/seed/136/1200/800""]"
MLS-CA-1137,"3376 Oak Ave, San Jose, CA",San Jose,CA,1384687,4,2,2041,"hardwood floors, fresh paint, stainless appliances, walk to park",AG7410,2025-04-05,"[""https://picsum.photos/seed/137/1200/800""]"
MLS-CA-1138,"5202 Walnut Blvd, Palo Alto, CA",Palo Alto,CA,1066067,4,2,1290,"vaulted ceilings, new roof 2022, primary suite, solar panels, large backyard, EV charger",AG3783,2025-07-26,"[""https://picsum.photos/seed/138/1200/800""]"
MLS-CA-1139,"7657 Pine Rd, San Jose, CA",San Jose,CA,2737243,5,3,3445,"near good schools, two-car garage, hardwood floors, vaulted ceilings, granite counters",AG3743,2024-03-30,"[""https://picsum.photos/seed/139/1200/800""]"
MLS-TX-1140,"5551 Maple St, Plano, TX",Plano,TX,815181,3,3,2424,"walk to park, two-car garage, EV charger, primary suite, large backyard, quiet cul-de-sac",AG7976,2025-03-02,"[""https://picsum.photos/seed/140/1200/800""]"
MLS-TX-1141,"3767 Maple St, Frisco, TX",Frisco,TX,778548,3,3,2940,"near good schools, home office, updated kitchen, open concept",AG8618,2024-06-21,"[""https://picsum.photos/seed/141/1200/800""]"
MLS-CA-1142,"7532 Cedar Ct, San Jose, CA",San Jose,CA,3208474,5,2,3393,"open concept, walk to park, HOA includes pool, solar panels",AG9345,2025-02-07,"[""https://picsum.photos/seed/142/1200/800""]"
MLS-CA-1143,"3886 Birch Way, Mountain View, CA",Mountain View,CA,880974,2,1,2724,"vaulted ceilings, walk to park, updated kitchen, open concept",AG5557,2024-05-11,"[""https://picsum.photos/seed/143/1200/800""]"
MLS-TX-1144,"8375 Oak Ave, Frisco, TX",Frisco,TX,1116358,3,2,3980,"granite counters, primary suite, large backyard, two-car garage",AG4607,2025-06-19,"[""https://picsum.photos/seed/144/1200/800""]"
MLS-CA-1145,"389 Cedar Ct, San Jose, CA",San Jose,CA,1093321,2,1,3318,"updated kitchen, new roof 2022, fresh paint, granite counters, walk to park, stainless appliances",AG4109,2025-05-25,"[""https://picsum.photos/seed/145/1200/800""]"
MLS-CA-1146,"3340 Birch Way, Mountain View, CA",Mountain View,CA,1316301,4,3,2649,"primary suite, granite counters, HOA includes pool, solar panels, stainless appliances",AG4273,2024-02-01,"[""https://picsum.photos/seed/146/1200/800""]"
MLS-CA-1147,"8812 Oak Ave, Santa Clara, CA",Santa Clara,CA,496090,2,2,809,"primary suite, large backyard, new roof 2022, EV charger",AG1166,2025-05-23,"[""https://picsum.photos/seed/147/1200/800""]"
MLS-TX-1148,"3764 Maple St, Plano, TX",Plano,TX,315522,3,2,1480,"tile flooring, near good schools, quiet cul-de-sac, large backyard",AG9234,2025-02-22,"[""https://picsum.photos/seed/148/1200/800""]"
MLS-TX-1149,"1393 Willow Ln, Dallas, TX",Dallas,TX,342675,3,3,1558,"granite counters, HOA includes pool, near good schools, hardwood floors, vaulted ceilings, two-car garage",AG2481,2024-03-29,"[""https://picsum.photos/seed/149/1200/800""]"
MLS-CA-1150,"551 Birch Way, Mountain View, CA",Mountain View,CA,2870141,4,2,3893,"solar panels, two-car garage, quiet cul-de-sac, HOA includes pool",AG1139,2025-02-04,"[""https://picsum.photos/seed/150/1200/800""]"
MLS-TX-1151,"8808 Maple St, Plano, TX",Plano,TX,1044881,2,2,3693,"large backyard, primary suite, solar panels, HOA includes pool, EV charger, two-car garage",AG5855,2025-02-07,"[""https://picsum.photos/seed/151/1200/800""]"
MLS-CA-1152,"6581 Walnut Blvd, Palo Alto, CA",Palo Alto,CA,420608,3,1,1368,"new roof 2022, walk to park, EV charger, HOA includes pool, vaulted ceilings",AG7241,2024-12-10,"[""https://picsum.photos/seed/152/1200/800""]"
MLS-CA-1153,"5733 Walnut Blvd, Santa Clara, CA",Santa Clara,CA,2800731,4,2,3013,"walk to park, primary suite, updated kitchen, large backyard, fresh paint, new roof 2022",AG8519,2025-07-13,"[""https://picsum.photos/seed/153/1200/800""]"
MLS-TX-1154,"4295 Maple St, Plano, TX",Plano,TX,1016068,3,2,3105,"home office, HOA includes pool, stainless appliances, vaulted ceilings",AG8817,2025-02-23,"[""https://picsum.photos/seed/154/1200/800""]"
MLS-CA-1155,"2193 Pine Rd, Sunnyvale, CA",Sunnyvale,CA,713940,3,3,975,"tile flooring, granite counters, vaulted ceilings, open concept, solar panels",AG5017,2024-07-30,"[""https://picsum.photos/seed/155/1200/800""]"
MLS-CA-1156,"8660 Walnut Blvd, Palo Alto, CA",Palo Alto,CA,596862,4,2,1870,"two-car garage, near good schools, hardwood floors, EV charger",AG5370,2024-06-12,"[""https://picsum.photos/seed/156/1200/800""]"
MLS-CA-1157,"2093 Birch Way, Santa Clara, CA",Santa Clara,CA,1414278,5,1,1814,"primary suite, stainless appliances, granite counters, home office, tile flooring",AG4258,2025-03-20,"[""https://picsum.photos/seed/157/1200/800""]"
MLS-CA-1158,"5407 Elm Dr, San Jose, CA",San Jose,CA,869141,5,2,1479,"primary suite, updated kitchen, solar panels, large backyard, walk to park, HOA includes pool",AG4074,2024-04-30,"[""https://picsum.photos/seed/158/1200/800""]"
MLS-CA-1159,"5203 Willow Ln, Sunnyvale, CA",Sunnyvale,CA,1191338,4,3,2832,"new roof 2022, EV charger, quiet cul-de-sac, open concept",AG1060,2024-11-14,"[""https://picsum.photos/seed/159/1200/800""]"
